id,home_team_id,away_team_id,location_id,match_type,competition,winning_team_id,home_team_score,away_team_score,match_date
467,16,2,1372,,FIFA World Cup,16,2,1,1993-08-15
468,2,16,1961,,FIFA World Cup,16,0,5,1993-09-05
469,2,16,1961,,International Friendly,,0,0,1995-10-11
470,16,2,1372,,FIFA World Cup,2,0,1,1997-02-12
471,2,16,1961,,FIFA World Cup,,1,1,1997-11-16
472,2,16,2375,,Copa America,16,0,3,1999-07-04
473,2,16,180,,International Friendly,2,2,1,1999-10-13
474,16,2,277,,FIFA World Cup,2,1,3,2000-06-29
475,2,16,1169,,FIFA World Cup,2,3,0,2001-06-03
476,16,2,1946,,FIFA World Cup,,1,1,2003-11-18
477,2,16,2046,,International Friendly,16,0,2,2004-06-27
478,2,16,1763,,Copa America,2,3,0,2004-07-20
479,2,16,1516,,FIFA World Cup,2,1,0,2005-03-30
480,2,16,64,,Copa America,2,4,2,2007-07-02
481,16,2,2041,,FIFA World Cup,16,2,1,2007-11-20
482,2,16,630,,FIFA World Cup,2,1,0,2009-06-06
483,2,16,1021,,Copa America,,0,0,2011-07-06
484,16,2,1381,,FIFA World Cup,2,1,2,2011-11-15
485,2,16,630,,FIFA World Cup,,0,0,2013-06-07
486,2,16,2007,,Copa America,,0,0,2015-06-26
487,16,2,1946,,FIFA World Cup,2,0,1,2015-11-17
488,2,17,1726,,Panamerican Championship,2,4,3,1956-03-06
489,2,17,1764,,Panamerican Championship,,0,0,1960-03-08
490,2,17,1764,,Panamerican Championship,2,2,0,1960-03-15
491,2,17,325,,International Friendly,2,3,2,2010-01-26
492,17,2,1549,,International Friendly,,0,0,2011-03-29
493,2,17,620,,Copa America,2,3,0,2011-07-11
494,2,19,1555,,International Friendly,2,1,0,1956-08-19
495,19,2,886,,FIFA World Cup,19,6,1,1958-06-15
496,19,2,1119,,International Friendly,,3,3,1961-06-19
497,2,19,1169,,International Friendly,2,1,0,1980-10-15
498,2,19,1169,,International Friendly,,1,1,1981-11-11
499,2,19,129,,International Friendly,,0,0,1982-03-09
500,20,2,1072,,*,2,0,2,1966-06-13
501,2,20,651,,Artemio Franchi Trophy,,1,1,1993-02-24
502,2,20,664,,FIFA Confederations Cup,20,0,2,1995-01-13
503,2,21,,,Copa America,2,6,1,1941-02-16
504,2,21,1589,,Copa America,2,12,0,1942-01-22
505,2,21,,,Copa America,2,4,2,1945-01-31
506,21,2,1419,,Copa America,2,0,2,1947-12-25
507,2,21,,,Copa America,2,4,0,1955-03-09
508,2,21,1763,,Copa America,2,3,0,1957-03-17
509,21,2,1214,,Copa America,,1,1,1959-12-12
510,21,2,465,,FIFA World Cup,2,3,6,1960-12-04
511,2,21,752,,FIFA World Cup,2,5,0,1960-12-17
512,2,21,352,,Copa America,2,4,2,1963-03-20
513,21,2,336,,Copa America,,2,2,1983-08-10
514,2,21,1318,,Copa America,,2,2,1983-09-07
515,2,21,1169,,Copa America,2,3,0,1987-07-02
516,21,2,2460,,International Friendly,,2,2,1989-04-13
517,2,21,1110,,Copa America,,0,0,1989-07-04
518,21,2,1010,,International Friendly,21,1,0,1994-05-25
519,21,2,336,,FIFA World Cup,21,2,0,1996-06-02
520,2,21,1736,,FIFA World Cup,2,2,1,1997-04-30
521,21,2,352,,Copa America,,0,0,1997-06-11
522,2,21,2375,,Copa America,2,3,1,1999-07-01
523,2,21,1318,,FIFA World Cup,2,2,0,2000-07-19
524,21,2,336,,FIFA World Cup,2,0,2,2001-08-14
525,2,21,1169,,FIFA World Cup,2,1,0,2004-03-30
526,2,21,844,,Copa America,2,6,1,2004-07-07
527,21,2,336,,FIFA World Cup,21,2,0,2005-06-04
528,2,21,630,,FIFA World Cup,,1,1,2008-06-15
529,21,2,336,,FIFA World Cup,21,2,0,2009-06-10
530,2,21,1961,,International Friendly,,2,2,2011-04-21
531,2,21,630,,FIFA World Cup,2,4,0,2012-06-02
532,21,2,336,,FIFA World Cup,,1,1,2013-06-11
533,21,2,753,,International Friendly,,0,0,2013-11-15
534,2,21,753,,International Friendly,2,2,1,2015-03-31
535,2,21,1318,,FIFA World Cup,21,0,2,2015-10-08
536,22,2,1108,,International Friendly,2,0,2,2008-03-26
537,2,23,560,,FIFA World Cup,2,2,0,1982-06-23
538,23,2,1306,,International Friendly,2,0,2,2015-03-28
539,24,2,1240,,International Friendly,24,2,1,1951-05-09
540,2,24,630,,Unofficial,2,3,1,1953-05-14
541,2,24,630,,International Friendly,,0,0,1953-05-17
542,24,2,1918,,FIFA World Cup,24,3,1,1962-06-02
543,2,24,2154,,Copa das Nacoes,2,1,0,1964-06-06
544,24,2,1240,,FIFA World Cup,24,1,0,1966-07-23
545,24,2,1240,,International Friendly,,2,2,1974-05-22
546,2,24,752,,International Friendly,,1,1,1977-06-12
547,24,2,1240,,International Friendly,24,3,1,1980-05-13
548,2,24,541,,FIFA World Cup,2,2,1,1986-06-22
549,24,2,1240,,England Challenge Cup,,2,2,1991-05-25
550,2,24,1187,,FIFA World Cup,,2,2,1998-06-30
551,24,2,1240,,International Friendly,,0,0,2000-02-23
552,2,24,1044,,FIFA World Cup,24,0,1,2002-06-07
553,2,24,,,International Friendly,24,2,3,2005-11-12
554,27,2,1589,,FIFA World Cup,2,0,1,1930-07-15
555,27,2,910,,International Friendly,,0,0,1965-06-03
556,2,27,752,,International Friendly,27,3,4,1971-01-08
557,2,27,1446,,International Friendly,2,2,0,1971-01-12
558,2,27,908,,Independence,,0,0,1972-06-25
559,27,2,910,,International Friendly,2,0,1,1974-05-18
560,2,27,752,,International Friendly,,0,0,1977-06-26
561,2,27,1318,,FIFA World Cup,2,2,1,1978-06-06
562,27,2,910,,International Friendly,27,2,0,1986-03-26
563,27,2,834,,International Friendly,2,0,1,2007-02-07
564,27,2,1106,,International Friendly,2,0,2,2009-02-11
565,28,2,2242,,FIFA World Cup,28,3,1,1958-06-08
566,2,28,322,,FIFA World Cup,,0,0,1966-07-16
567,28,2,2008,,International Friendly,2,2,3,1973-02-14
568,2,28,752,,International Friendly,28,1,3,1977-06-05
569,28,2,948,,International Friendly,28,2,1,1979-09-12
570,2,28,1589,,Gold Cup,2,2,1,1981-01-01
571,2,28,1961,,International Friendly,,1,1,1982-03-24
572,28,2,43,,International Friendly,2,1,3,1984-09-12
573,2,28,541,,FIFA World Cup,2,3,2,1986-06-29
574,2,28,1961,,International Friendly,2,1,0,1987-12-16
575,28,2,948,,"Four Nations Tournament, Berlin",28,1,0,1988-04-02
576,28,2,803,,FIFA World Cup,28,1,0,1990-07-08
577,2,28,2046,,International Friendly,2,2,1,1993-12-15
578,28,2,37,,International Friendly,2,0,1,2002-04-17
579,28,2,1884,,International Friendly,,2,2,2005-02-09
580,28,2,1582,,FIFA Confederations Cup,,2,2,2005-06-21
581,28,2,948,,FIFA World Cup,,1,1,2006-06-30
582,2,28,1960,,FIFA World Cup,28,0,4,2010-07-03
583,28,2,2124,,International Friendly,2,1,3,2012-08-15
584,28,2,606,,FIFA World Cup,28,1,0,2014-07-13
585,28,2,2161,,International Friendly,2,2,4,2014-09-03
586,2,29,643,,International Friendly,2,2,0,2009-09-30
587,2,30,2450,,FIFA World Cup,2,4,0,1994-06-21
588,30,2,1152,,FIFA World Cup,2,0,2,2010-06-22
589,31,2,1104,,International Friendly,,0,0,1990-01-14
590,2,31,1895,,International Friendly,2,5,0,2008-02-06
591,31,2,1104,,International Friendly,2,0,4,2013-06-14
592,2,32,2008,,FIFA World Cup,2,4,1,1974-06-23
593,2,32,213,,International Friendly,2,4,0,2010-05-05
594,33,2,360,,International Friendly,2,1,3,2003-01-31
595,2,33,791,,International Friendly,2,1,0,2016-05-27
596,34,2,821,,International Friendly,2,0,7,2014-10-14
597,2,35,1918,,FIFA World Cup,,0,0,1962-06-06
598,35,2,1955,,International Friendly,35,2,0,1976-03-27
599,2,35,1961,,International Friendly,2,5,1,1977-02-27
600,2,35,1318,,FIFA World Cup,2,2,1,1978-06-02
601,2,35,560,,FIFA World Cup,2,4,1,1982-06-18
602,2,35,419,,Nehru Cup,2,3,0,1984-01-23
603,2,35,254,,International Friendly,2,2,0,1991-02-20
604,35,2,,,International Friendly,2,1,2,2005-08-17
605,2,37,787,,75th Anniversary Real,,1,1,1977-03-22
606,2,37,1140,,FIFA World Cup,2,1,0,2014-06-21
607,39,2,176,,Maccbah Games,39,1,0,1969-08-05
608,39,2,1078,,International Friendly,,1,1,1973-02-20
609,39,2,1161,,International Friendly,2,2,7,1986-05-04
610,39,2,1161,,International Friendly,2,1,2,1990-05-22
611,39,2,176,,International Friendly,2,0,3,1994-05-31
612,39,2,739,,International Friendly,39,2,1,1998-04-15
613,40,2,803,,International Friendly,40,2,0,1954-12-05
614,2,40,1169,,International Friendly,2,1,0,1956-06-24
615,40,2,2451,,International Friendly,40,4,1,1961-06-15
616,40,2,103,,International Friendly,40,3,0,1966-06-22
617,2,40,48,,FIFA World Cup,,1,1,1974-06-19
618,2,40,1318,,FIFA World Cup,40,0,1,1978-06-10
619,40,2,803,,International Friendly,,2,2,1979-05-26
620,40,2,294,,FIFA World Cup,40,2,1,1982-06-29
621,40,2,482,,FIFA World Cup,,1,1,1986-06-05
622,40,2,1565,,FIFA 90 World Cup,40,3,1,1987-06-10
623,40,2,293,,International Friendly,,0,0,1989-12-21
624,40,2,803,,FIFA World Cup,,1,1,1990-07-03
625,40,2,803,,International Friendly,2,1,2,2001-02-28
626,40,2,1963,,International Friendly,2,1,2,2013-08-14
627,2,41,409,,FIFA Confederations Cup,2,4,0,1992-10-16
628,2,41,1390,,FIFA World Cup,2,2,1,2006-06-10
629,2,42,910,,FIFA World Cup,2,5,0,1998-06-21
630,2,42,74,,International Friendly,2,2,1,2010-02-10
631,2,42,2007,,Copa America,2,1,0,2015-06-20
632,43,2,984,,Kirin Japan Cup,2,0,1,1992-05-31
633,2,43,1928,,FIFA World Cup,2,1,0,1998-06-14
634,43,2,2418,,International Friendly,2,0,2,2002-11-20
635,43,2,1472,,Kirin Cup,2,1,4,2003-06-08
636,43,2,1022,,International Friendly,2,1,2,2004-08-18
637,43,2,942,,International Friendly,43,1,0,2010-10-08
638,45,2,1365,,Merdeka Tournament,45,4,0,1984-08-25
639,2,45,874,,FIFA World Cup,2,3,1,1986-06-02
640,45,2,417,,International Friendly,2,0,1,2003-06-11
641,2,45,659,,FIFA World Cup,2,4,1,2010-06-17
642,2,46,751,,International Friendly,,0,0,1999-06-20
643,2,47,1589,,FIFA World Cup,2,6,3,1930-07-19
644,47,2,206,,Panamerican Championship,,0,0,1956-03-13
645,47,2,1726,,Panamerican Championship,,3,3,1956-03-22
646,2,47,1764,,Panamerican Championship,2,3,2,1960-03-10
647,2,47,1764,,Panamerican Championship,2,2,0,1960-03-17
648,2,47,1169,,International Friendly,2,1,0,1962-03-28
649,47,2,541,,International Friendly,47,2,1,1967-08-22
650,47,2,541,,International Friendly,47,2,0,1973-02-06
651,47,2,541,,Copa de Mexico,,1,1,1975-08-31
652,47,2,1328,,International Friendly,,1,1,1984-09-18
653,2,47,94,,International Friendly,,1,1,1984-10-25
654,2,47,1873,,International Friendly,,1,1,1985-11-14
655,47,2,1136,,International Friendly,,1,1,1985-11-17
656,47,2,1873,,International Friendly,,1,1,1987-07-31
657,47,2,1191,,International Friendly,,1,1,1987-08-02
658,47,2,1873,,International Friendly,47,2,0,1990-01-17
659,47,2,1873,,International Friendly,47,2,0,1990-02-17
660,2,47,94,,International Friendly,,0,0,1991-03-13
661,2,47,2460,,Copa America,,1,1,1993-06-20
662,2,47,2460,,Copa America,2,2,1,1993-07-04
663,2,47,1564,,International Friendly,2,1,0,1999-02-10
664,47,2,955,,International Friendly,,2,2,1999-06-09
665,2,47,750,,International Friendly,2,2,0,2000-12-20
666,47,2,1873,,International Friendly,2,0,1,2003-02-04
667,2,47,844,,Copa America,47,0,1,2004-07-10
668,47,2,1873,,International Friendly,,1,1,2005-03-09
669,47,2,1545,,FIFA Confederations Cup,,1,1,2005-06-26
670,2,47,1818,,FIFA World Cup,2,2,1,2006-06-24
671,2,47,2035,,Copa America,2,3,0,2007-07-11
672,47,2,972,,International Friendly,2,1,4,2008-06-04
673,2,47,659,,FIFA World Cup,2,3,1,2010-06-27
674,2,47,,,International Friendly,,2,2,2015-09-08
675,2,48,829,,International Friendly,2,3,1,1994-04-20
676,49,2,473,,International Friendly,49,4,1,1974-05-26
677,2,49,146,,FIFA World Cup,49,0,4,1974-06-26
678,2,49,1318,,FIFA World Cup,2,3,1,1978-06-25
679,2,49,1759,,WC Anniversary,,0,0,1979-05-22
680,2,49,1106,,FIFA World Cup,49,1,2,1998-07-04
681,49,2,1568,,International Friendly,,1,1,1999-03-31
682,49,2,2124,,FIFA World Cup,,0,0,2006-06-21
683,2,49,485,,FIFA World Cup,,0,0,2014-07-09
684,2,51,1184,,FIFA World Cup,2,3,1,1958-06-11
685,2,54,1021,,International Friendly,2,3,1,2009-05-20
686,2,54,955,,Copa America,2,5,0,2016-06-10
687,55,2,2296,,International Friendly,2,1,5,1919-05-11
688,55,2,2296,,International Friendly,2,0,3,1919-05-15
689,55,2,2296,,International Friendly,2,1,2,1919-05-21
690,55,2,2296,,International Friendly,2,1,2,1919-05-24
691,55,2,2367,,International Friendly,55,3,1,1921-04-07
692,55,2,2367,,International Friendly,,2,2,1921-04-14
693,2,55,1329,,Copa America,2,3,0,1921-10-16
694,2,55,710,,Copa America,2,2,0,1922-10-18
695,2,55,1329,,Copa Chevallier Boutell,55,1,2,1923-05-20
696,2,55,1129,,Copa Rosa Cheva,2,1,0,1923-05-25
697,2,55,1229,,Copa America,2,4,3,1923-10-29
698,55,2,2367,,Copa Chevallier Boutell,2,1,3,1924-05-15
699,55,2,2367,,Copa Chevallier Boutell,55,2,1,1924-05-18
700,55,2,1229,,Copa America,,0,0,1924-10-12
701,2,55,752,,Copa Chevallier Boutell,,1,1,1925-07-09
702,2,55,1329,,Copa Chevallier Boutell,,1,1,1925-07-12
703,2,55,752,,Copa America,2,2,0,1925-11-29
704,2,55,752,,Copa America,2,3,1,1925-12-20
705,2,55,752,,Copa Chevallier Boutell,2,2,1,1926-05-29
706,2,55,2435,,Copa Chevallier Boutell,2,2,1,1926-06-03
707,2,55,271,,Copa America,2,8,0,1926-10-20
708,2,55,1555,,Copa America,2,4,1,1929-11-10
709,55,2,2296,,International Friendly,,1,1,1931-04-19
710,2,55,1329,,Copa Rosa Cheva,,1,1,1931-07-04
711,2,55,1329,,Copa Rosa Cheva,2,3,1,1931-07-09
712,55,2,1515,,International Friendly,2,0,1,1931-09-18
713,55,2,1515,,International Friendly,2,1,5,1931-09-22
714,55,2,1515,,International Friendly,,1,1,1931-09-25
715,2,55,2356,,Copa America,2,6,1,1937-01-09
716,55,2,2296,,Copa Rosa Cheva,2,0,1,1939-08-13
717,55,2,2296,,Copa Rosa Cheva,,2,2,1939-08-15
718,2,55,1589,,Copa America,2,4,3,1942-01-11
719,55,2,1610,,Copa Rosa Cheva,2,2,5,1943-07-10
720,55,2,1610,,Copa Chevallier Boutell,55,2,1,1943-07-11
721,2,55,1555,,Copa Chevallier Boutell,2,5,2,1945-01-06
722,2,55,1555,,Copa Rosa Cheva,2,5,3,1945-01-09
723,55,2,1610,,Copa Rosa Cheva,55,5,1,1945-07-07
724,55,2,1610,,Copa Rosa Cheva,2,1,3,1945-07-09
725,2,55,1169,,Copa America,2,2,0,1946-01-12
726,2,55,1419,,Copa America,2,6,0,1947-12-02
727,2,55,1169,,Copa Rosa Cheva,,2,2,1950-03-25
728,2,55,1555,,Copa Rosa Cheva,2,4,0,1950-03-29
729,2,55,,,Copa America,2,5,3,1955-03-03
730,55,2,1589,,Copa America,2,0,1,1956-02-01
731,55,2,1515,,Rosa Chevallier,2,0,1,1956-08-15
732,55,2,1515,,International Friendly,55,1,0,1958-04-20
733,2,55,1961,,International Friendly,2,2,0,1958-04-26
734,2,55,1169,,Copa America,2,3,1,1959-03-22
735,2,55,1214,,Copa America,2,4,2,1959-12-09
736,2,55,1169,,Copa del Atlantico,2,1,0,1960-07-09
737,55,2,1515,,International Friendly,,0,0,1961-05-17
738,2,55,385,,International Friendly,2,5,1,1961-10-12
739,2,55,907,,Copa America,,1,1,1963-03-31
740,55,2,2296,,Rosa Chevallier,2,0,4,1963-10-15
741,2,55,1169,,Rosa Chevallier,55,2,3,1963-10-29
742,55,2,253,,Rosa Chevallier,55,3,0,1964-11-25
743,2,55,1169,,Rosa Chevallier,2,8,1,1964-12-08
744,2,55,1169,,FIFA World Cup,2,3,0,1965-08-01
745,55,2,253,,FIFA World Cup,,0,0,1965-08-08
746,2,55,1589,,Copa America,2,4,1,1967-01-18
747,55,2,,,International Friendly,,1,1,1967-10-13
748,55,2,1515,,Copa Rosa Cheva,55,2,0,1968-05-15
749,2,55,1961,,International Friendly,2,2,0,1968-06-06
750,2,55,254,,International Friendly,,1,1,1969-03-19
751,55,2,1515,,International Friendly,,0,0,1969-04-04
752,55,2,1515,,Homage to Arsenio,,1,1,1970-10-22
753,55,2,1515,,Copa Rosa Cheva,,1,1,1971-07-04
754,2,55,1961,,International Friendly,2,1,0,1971-07-09
755,2,55,1961,,Copa Rosa Cheva,2,1,0,1971-07-11
756,55,2,829,,International Friendly,,0,0,1972-05-25
757,55,2,2296,,FIFA World Cup,,1,1,1973-09-16
758,2,55,1299,,FIFA World Cup,2,3,1,1973-10-07
759,55,2,1392,,Copa del Atlantico,2,2,3,1976-02-26
760,2,55,94,,Copa del Atlantico,,2,2,1976-04-28
761,2,55,1961,,Jose Felix Bogado,2,2,1,1977-08-24
762,55,2,1515,,Jose Felix Bogado,55,2,0,1977-08-31
763,55,2,1073,,Rosa Chevallier,55,1,0,1983-07-15
764,2,55,1961,,Rosa Chevallier,,0,0,1983-07-21
765,55,2,1515,,Rosa Chevallier,55,1,0,1985-04-28
766,2,55,1961,,Rosa Chevallier,,1,1,1985-05-09
767,2,55,1961,,International Friendly,55,0,1,1987-06-20
768,2,55,2154,,Copa America,,0,0,1989-07-16
769,2,55,1336,,Copa America,2,4,1,1991-07-12
770,55,2,1392,,FIFA World Cup,2,1,3,1993-08-08
771,2,55,1318,,FIFA World Cup,,0,0,1993-08-29
772,2,55,129,,Copa Mercosur,2,3,0,1995-03-02
773,2,55,254,,International Friendly,2,2,1,1995-06-14
774,2,55,1961,,FIFA World Cup,,1,1,1996-09-01
775,2,55,352,,Copa America,,1,1,1997-06-17
776,55,2,1392,,FIFA World Cup,2,1,2,1997-07-06
777,2,55,1318,,FIFA World Cup,,1,1,2000-08-16
778,2,55,1516,,FIFA World Cup,,0,0,2004-06-06
779,55,2,1392,,FIFA World Cup,55,1,0,2005-09-03
780,2,55,2101,,Copa America,2,1,0,2007-07-05
781,2,55,630,,FIFA World Cup,,1,1,2008-09-06
782,55,2,1412,,FIFA World Cup,55,1,0,2009-09-09
783,2,55,1073,,International Friendly,2,4,2,2011-05-25
784,2,55,620,,FIFA World Cup,2,3,1,2012-09-07
785,55,2,1412,,FIFA World Cup,2,2,5,2013-09-10
786,2,55,2152,,Copa America,,2,2,2015-06-13
787,2,55,2308,,Copa America,2,6,1,2015-06-30
788,55,2,1412,,FIFA World Cup,,0,0,2015-10-13
789,2,55,620,,FIFA World Cup,55,0,1,2016-10-11
790,56,2,1763,,Copa America,2,1,5,1927-11-27
791,2,56,1555,,Copa America,2,3,0,1929-11-03
792,56,2,414,,Copa America,2,1,4,1935-01-20
793,2,56,1555,,Copa America,2,1,0,1937-01-16
794,56,2,565,,Copa Roque Saenz Pena,,1,1,1941-01-19
795,56,2,565,,Copa Roque Saenz Pena,,1,1,1941-01-26
796,56,2,565,,Copa Roque Saenz Pena,2,0,3,1941-01-29
797,2,56,,,Copa America,2,2,1,1941-02-12
798,2,56,1589,,Copa America,2,3,1,1942-01-25
799,2,56,1419,,Copa America,2,3,2,1947-12-11
800,2,56,,,Copa America,,2,2,1955-03-16
801,2,56,1589,,Copa America,2,2,1,1956-01-22
802,56,2,1726,,Panamerican Championship,,0,0,1956-02-28
803,56,2,1763,,Copa America,56,2,1,1957-04-06
804,56,2,565,,International Friendly,2,1,4,1957-04-09
805,2,56,1169,,Copa America,2,3,1,1959-03-18
806,2,56,352,,Copa America,56,1,2,1963-03-13
807,56,2,1763,,International Friendly,,2,2,1968-08-29
808,56,2,1763,,International Friendly,,1,1,1968-09-01
809,56,2,1763,,FIFA World Cup,56,1,0,1969-08-03
810,2,56,1822,,FIFA World Cup,,2,2,1969-08-31
811,56,2,1763,,International Friendly,2,0,2,1972-10-25
812,56,2,565,,*,2,0,2,1972-12-31
813,2,56,752,,Roman Castilla,2,3,1,1973-07-27
814,56,2,1763,,International Friendly,2,1,3,1976-10-28
815,2,56,94,,International Friendly,2,1,0,1976-11-10
816,56,2,565,,*,56,2,0,1977-02-04
817,2,56,129,,Copa Ramon Castilla,2,2,1,1978-03-19
818,56,2,565,,Copa Ramon Castilla,2,1,3,1978-03-23
819,2,56,1508,,FIFA World Cup,2,6,0,1978-06-21
820,56,2,1763,,FIFA World Cup,56,1,0,1985-06-23
821,2,56,1961,,FIFA World Cup,,2,2,1985-06-30
822,56,2,1746,,South American Games,56,2,1,1986-11-28
823,2,56,1169,,Copa America,,1,1,1987-06-27
824,2,56,,,Copa America,2,3,2,1991-07-14
825,56,2,565,,FIFA World Cup,2,0,1,1993-08-01
826,2,56,1961,,FIFA World Cup,2,2,1,1993-08-22
827,2,56,1017,,International Friendly,2,1,0,1995-05-31
828,56,2,1763,,FIFA World Cup,,0,0,1996-07-07
829,2,56,1318,,FIFA World Cup,2,2,0,1997-06-08
830,56,2,2072,,Copa America,56,2,1,1997-06-21
831,56,2,1763,,FIFA World Cup,2,1,2,2000-09-03
832,2,56,1169,,FIFA World Cup,2,2,0,2001-11-08
833,2,56,2162,,International Friendly,2,2,1,2004-06-30
834,56,2,844,,Copa America,2,0,1,2004-07-17
835,56,2,550,,FIFA World Cup,2,1,3,2004-09-04
836,2,56,1169,,FIFA World Cup,2,2,0,2005-10-09
837,2,56,2101,,Copa America,2,4,0,2007-07-08
838,56,2,1586,,FIFA World Cup,,1,1,2008-09-10
839,2,56,630,,FIFA World Cup,2,2,1,2009-10-10
840,56,2,530,,FIFA World Cup,,1,1,2012-09-11
841,2,56,630,,FIFA World Cup,2,3,1,2013-10-11
842,56,2,2199,,FIFA World Cup,,2,2,2016-10-07
843,57,2,1002,,International Friendly,,0,0,1928-04-01
844,57,2,916,,International Friendly,2,1,3,1952-12-14
845,57,2,916,,International Friendly,2,1,3,1954-11-28
846,57,2,916,,International Friendly,2,0,2,1961-06-04
847,2,57,2154,,Copa das Nacoes,2,2,0,1964-05-31
848,57,2,2154,,Independence,57,3,1,1972-06-29
849,2,57,,,International Friendly,2,2,1,2011-02-09
850,57,2,2260,,International Friendly,57,1,0,2014-11-18
851,58,2,1593,,International Friendly,2,0,1,1951-05-13
852,58,2,2455,,UNICEF Charity,,0,0,1979-05-29
853,58,2,2455,,International Friendly,2,0,1,1980-05-16
854,58,2,2455,,International Friendly,2,0,2,1998-04-22
855,58,2,992,,International Friendly,2,0,1,2010-08-11
856,2,59,94,,International Friendly,2,2,1,1974-04-22
857,2,59,1961,,International Friendly,2,2,0,1978-04-06
858,2,59,254,,International Friendly,2,1,0,1982-05-12
859,2,59,883,,FIFA World Cup,,1,1,1990-06-18
860,59,2,139,,FIFA World Cup,59,3,2,1994-07-03
861,2,59,1658,,International Friendly,2,2,1,1998-02-19
862,59,2,858,,International Friendly,,0,0,2014-03-05
863,2,61,273,,Bicentennial Gold Cup,,2,2,1988-07-06
864,2,61,2132,,Bicentennial Gold Cup,2,2,0,1988-07-16
865,61,2,409,,FIFA Confederations Cup,2,1,3,1992-10-20
866,2,62,752,,International Friendly,,1,1,1977-06-18
867,62,2,1193,,International Friendly,2,1,3,1979-06-02
868,62,2,1193,,International Friendly,62,1,0,1990-03-28
869,62,2,1193,,International Friendly,2,0,1,2008-11-19
870,2,64,1911,,International Friendly,2,6,0,1995-06-22
871,2,65,1961,,International Friendly,65,0,1,1906-07-09
872,65,2,1253,,International Friendly,,1,1,1995-05-13
873,2,65,1169,,International Friendly,2,2,0,1998-05-25
874,66,2,1640,,International Friendly,2,0,1,1952-12-07
875,2,66,1169,,International Friendly,2,1,0,1953-07-05
876,2,66,1169,,International Friendly,2,2,0,1960-07-24
877,66,2,1556,,International Friendly,66,2,0,1961-06-11
878,2,66,322,,FIFA World Cup,2,2,1,1966-07-13
879,66,2,787,,Copa Hispanidad,66,1,0,1972-10-11
880,2,66,1169,,Copa Hispanidad,,1,1,1974-10-12
881,66,2,1556,,International Friendly,,1,1,1988-10-12
882,66,2,787,,International Friendly,66,2,1,1995-09-20
883,66,2,1556,,International Friendly,2,0,2,1999-11-17
884,66,2,1652,,International Friendly,66,2,1,2006-10-11
885,2,66,1736,,International Friendly,2,4,1,2010-09-07
886,67,2,2194,,FIFA World Cup,67,3,2,1934-05-27
887,67,2,1660,,FIFA World Cup,,1,1,2002-06-12
888,67,2,1648,,International Friendly,2,2,3,2013-02-06
889,2,68,2370,,FIFA World Cup,2,2,0,1966-07-19
890,2,68,1017,,International Friendly,2,5,0,1980-12-16
891,68,2,1759,,International Friendly,2,0,2,1984-09-01
892,68,2,1759,,International Friendly,,1,1,1990-05-08
893,68,2,771,,International Friendly,,1,1,2007-06-02
894,68,2,1759,,International Friendly,2,1,3,2012-02-29
895,2,68,485,,FIFA World Cup,2,1,0,2014-07-01
896,2,70,2373,,FIFA Confederations Cup,2,2,1,2005-06-15
897,74,2,1135,,International Friendly,2,2,3,1901-05-16
898,74,2,961,,International Friendly,2,0,6,1902-07-20
899,2,74,1199,,International Friendly,74,2,3,1903-09-13
900,2,74,105,,Copa Lipton,,0,0,1905-08-15
