"match_date","id","latitude","longitude"
"2016-10-11",111,"-31.36886135","-64.2461384202647"
"2016-10-11",442,"-29.8289773","31.0314466611027"
"2016-10-11",461,"35.7244962","51.2755487215759"
"2016-10-11",480,"53.48315825","-2.20053414773414"
"2016-10-11",995,"38.9174665","-6.3443976"
"2016-10-11",1324,"52.3744779","9.7385532"
"2016-10-10",301,"59.3724791","18.0016930971054"
"2016-10-10",942,"52.31435305","4.94284308905399"
"2016-10-10",1142,"59.4372155","24.7453688"
"2016-10-09",20,"36.4908344","2.84701303113845"
"2016-10-09",650,"44.8178787","20.4568089"
"2016-10-09",1155,"64.14360275","-21.8789321751693"
"2016-10-08",293,"55.82583935","-4.25197399729343"
"2016-10-08",347,"40.2362308","44.4517288"
"2016-10-07",4,"50.89570595","4.33413456265968"
"2016-10-07",192,"48.92447255","2.36013252269272"
"2016-10-07",821,"-5.82681835","-35.2123623873253"
"2016-10-07",950,"-25.2917939","-57.6574382563891"
"2016-10-07",1135,"23.1073616","-82.4128517"
"2016-10-07",1593,"47.47539525","19.0952448885702"
"2016-10-06",237,"35.9030742","139.717605709319"
"2016-10-06",532,"21.7632211","39.1642998996868"
"2016-10-06",559,"48.20718935","16.4209170656698"
"2016-10-06",1155,"64.14360275","-21.8789321751693"
"2016-10-06",1476,"45.10955815","7.64126454663226"
"2016-09-07",88,"19.3029794","-99.1504698525862"
"2016-09-07",1141,"49.2766905","-123.112006089505"
"2016-09-06",301,"59.3724791","18.0016930971054"
"2016-09-06",338,"8.5974101","-71.1444007"
"2016-09-06",346,"44.2058245","17.907200461274"
"2016-09-06",895,"-3.0832188","-60.0274863773249"
"2016-09-04",350,"55.7027422","12.5723199387321"
"2016-09-04",794,"48.3764037","17.5895909"
"2016-09-03",835,"13.6811583","-89.2223036250077"
"2016-09-03",1170,"9.0358262","-79.4694872696696"
"2016-09-03",1177,"10.6615227","-61.5331167927297"
"2016-09-02",211,"15.4700805","-88.0067265818748"
"2016-09-02",319,"-32.9313412","-68.8523417011872"
"2016-09-01",4,"50.89570595","4.33413456265968"
"2016-09-01",181,"-0.1775603","-78.4765672"
"2016-09-01",372,"51.44172105","5.46618920991235"
"2016-09-01",466,"-31.952712","115.8604796"
"2016-09-01",701,"35.9030742","139.717605709319"
"2016-09-01",1473,"45.0417485","7.65001654877933"
"2016-08-31",443,"51.17462495","6.38540936787181"
"2016-07-10",192,"48.92447255","2.36013252269272"
"2016-07-07",193,"43.2700569","5.392596"
"2016-07-03",192,"48.92447255","2.36013252269272"
"2016-07-02",619,"44.8973524","-0.561604249814463"
"2016-07-01",810,"50.61204445","3.13044686168557"
"2016-06-27",192,"48.92447255","2.36013252269272"
"2016-06-27",359,"43.705185","7.193492898725"
"2016-06-26",233,"43.6695649","1.46017149479829"
"2016-06-26",774,"45.7653624","4.98205431107367"
"2016-06-26",810,"50.61204445","3.13044686168557"
"2016-06-25",1234,"33.52770765","-112.262564802643"
"2016-06-22",192,"48.92447255","2.36013252269272"
"2016-06-22",359,"43.705185","7.193492898725"
"2016-06-22",774,"45.7653624","4.98205431107367"
"2016-06-22",810,"50.61204445","3.13044686168557"
"2016-06-21",190,"48.8413634","2.25306931623782"
"2016-06-21",324,"29.6848488","-95.4108308532699"
"2016-06-20",188,"45.4607403","4.39019065"
"2016-06-19",810,"50.61204445","3.13044686168557"
"2016-06-18",190,"48.8413634","2.25306931623782"
"2016-06-18",193,"43.2700569","5.392596"
"2016-06-18",337,"42.0912526","-71.2644645105907"
"2016-06-18",619,"44.8973524","-0.561604249814463"
"2016-06-17",149,"40.81349675","-74.0743418886885"
"2016-06-17",233,"43.6695649","1.46017149479829"
"2016-06-16",112,"47.59544435","-122.331651592483"
"2016-06-16",1521,"50.43281","2.81498783846154"
"2016-06-14",112,"47.59544435","-122.331651592483"
"2016-06-14",188,"45.4607403","4.39019065"
"2016-06-14",619,"44.8973524","-0.561604249814463"
"2016-06-13",324,"29.6848488","-95.4108308532699"
"2016-06-13",774,"45.7653624","4.98205431107367"
"2016-06-13",1200,"37.40303995","-121.969681605055"
"2016-06-12",149,"40.81349675","-74.0743418886885"
"2016-06-12",337,"42.0912526","-71.2644645105907"
"2016-06-12",810,"50.61204445","3.13044686168557"
"2016-06-11",324,"29.6848488","-95.4108308532699"
"2016-06-10",192,"48.92447255","2.36013252269272"
"2016-06-10",245,"41.86215935","-87.6166772295736"
"2016-06-09",288,"34.1613231","-118.167655462606"
"2016-06-08",281,"38.7526572","-9.1846924617537"
"2016-06-08",548,"28.5390538","-81.4027551"
"2016-06-08",1234,"33.52770765","-112.262564802643"
"2016-06-07",288,"34.1613231","-118.167655462606"
"2016-06-07",451,"-33.8471081","151.063384844694"
"2016-06-06",548,"28.5390538","-81.4027551"
"2016-06-06",1602,"45.4353462","10.9685724092286"
"2016-06-05",245,"41.86215935","-87.6166772295736"
"2016-06-05",1234,"33.52770765","-112.262564802643"
"2016-06-04",112,"47.59544435","-122.331651592483"
"2016-06-04",288,"34.1613231","-118.167655462606"
"2016-06-04",451,"-33.8471081","151.063384844694"
"2016-06-04",559,"48.20718935","16.4209170656698"
"2016-06-04",597,"51.55459375","7.06760008798453"
"2016-06-03",1036,"-34.03847125","151.140760619346"
"2016-06-03",1036,"-34.03847125","151.140760619346"
"2016-06-03",1200,"37.40303995","-121.969681605055"
"2016-06-02",187,"51.55598385","-0.279578818281401"
"2016-06-01",4,"50.89570595","4.33413456265968"
"2016-06-01",834,"26.19309645","-80.1610106113452"
"2016-05-29",1200,"37.40303995","-121.969681605055"
