74,71,1,0
71,72,1,0
71,69,1,0
73,71,0,1
71,73,1,0
73,71,1,0
71,70,1,0
71,72,1,0
71,72,1,0
72,71,1,0
72,71,1,0
71,69,1,0
71,69,0,1
71,69,1,0
69,71,1,0
69,71,0,1
71,69,1,0
71,71,0,1
71,71,1,0
71,71,1,0
71,71,1,0
71,71,1,0
71,71,0,1
71,63,1,0
71,68,0,1
71,69,0,1
71,69,1,0
71,69,0,1
69,71,1,0
71,69,1,0
71,69,1,0
69,71,0,1
69,71,1,0
69,71,1,0
69,71,1,0
71,69,0,1
71,69,1,0
71,69,1,0
69,71,1,0
71,69,1,0
71,69,1,0
71,74,0,1
74,71,0,1
71,66,1,0
76,71,1,0
71,77,1,0
71,77,1,0
77,71,1,0
69,71,0,1
69,71,1,0
69,71,1,0
69,71,1,0
71,69,1,0
71,69,0,1
71,64,1,0
64,71,1,0
64,71,1,0
71,75,1,0
75,71,1,0
73,71,1,0
71,73,0,1
73,71,0,1
71,73,1,0
71,73,1,0
71,73,1,0
71,73,0,1
73,71,1,0
73,71,0,1
73,71,0,1
71,73,1,0
73,71,1,0
73,71,1,0
71,73,0,1
73,71,1,0
67,71,1,0
67,71,1,0
67,71,1,0
71,72,0,1
71,72,1,0
72,71,1,0
71,72,1,0
72,71,1,0
72,71,1,0
71,72,1,0
71,72,0,1
72,71,1,0
72,71,0,1
71,72,0,1
72,71,0,1
72,71,0,1
72,71,1,0
71,72,1,0
72,71,1,0
71,72,1,0
71,64,0,1
71,71,0,1
71,67,1,0
67,71,1,0
71,72,0,1
71,72,0,1
71,72,0,1
71,72,1,0
71,72,1,0
71,72,1,0
64,71,0,1
64,71,1,0
71,73,1,0
71,67,0,1
68,71,1,0
68,71,0,1
68,71,0,1
75,71,1,0
67,71,1,0
71,67,1,0
67,71,1,0
71,67,0,1
71,70,1,0
70,71,1,0
72,71,1,0
72,71,1,0
72,71,1,0
72,71,0,1
71,72,1,0
72,71,0,1
71,72,1,0
72,71,0,1
72,71,1,0
71,72,1,0
72,71,1,0
71,72,0,1
72,71,1,0
72,71,1,0
72,71,1,0
71,72,1,0
71,72,1,0
72,71,1,0
71,72,1,0
72,71,0,1
72,71,0,1
71,72,1,0
72,71,0,1
72,71,0,1
72,71,0,1
72,71,1,0
71,72,1,0
72,71,1,0
72,71,0,1
72,71,1,0
71,72,1,0
72,71,1,0
72,71,1,0
71,72,1,0
72,71,1,0
72,71,1,0
71,73,1,0
67,71,1,0
71,57,0,1
71,71,1,0
71,71,1,0
71,71,1,0
71,71,1,0
71,71,0,1
71,71,0,1
71,71,1,0
71,71,1,0
64,74,1,0
74,64,1,0
64,74,0,1
74,64,1,0
74,64,1,0
64,74,1,0
64,74,1,0
69,74,1,0
69,74,1,0
69,74,0,1
74,73,1,0
73,74,1,0
74,73,1,0
74,73,1,0
74,69,1,0
74,69,1,0
74,69,1,0
74,69,1,0
74,69,1,0
69,74,1,0
74,69,1,0
74,69,1,0
69,74,1,0
74,69,1,0
69,74,1,0
74,69,1,0
69,74,1,0
74,69,1,0
74,69,1,0
69,74,1,0
69,74,1,0
74,69,1,0
69,74,1,0
74,69,1,0
74,69,0,1
74,69,1,0
74,69,1,0
74,69,1,0
69,74,1,0
74,69,1,0
69,74,0,1
74,69,1,0
69,74,1,0
74,69,1,0
69,74,1,0
74,69,0,1
74,69,0,1
69,74,0,1
74,69,1,0
74,69,1,0
74,70,1,0
74,70,1,0
74,70,1,0
74,72,1,0
74,72,1,0
74,72,1,0
74,72,0,1
74,72,1,0
74,72,1,0
72,74,1,0
72,74,0,1
72,74,1,0
74,72,1,0
74,72,1,0
72,74,1,0
72,74,1,0
74,72,1,0
74,72,1,0
74,72,1,0
74,72,1,0
74,72,0,1
74,72,1,0
74,72,1,0
72,74,1,0
72,74,1,0
72,74,0,1
72,74,1,0
74,72,1,0
74,72,1,0
74,72,1,0
74,72,1,0
74,72,1,0
72,74,1,0
72,74,1,0
72,74,1,0
74,72,1,0
72,74,1,0
72,74,0,1
74,72,0,1
72,74,1,0
74,72,1,0
72,74,1,0
72,74,1,0
74,72,0,1
74,72,1,0
74,72,1,0
72,74,1,0
74,72,1,0
74,72,1,0
72,74,1,0
72,74,0,1
74,72,1,0
72,74,1,0
72,74,1,0
72,74,1,0
72,74,1,0
72,74,0,1
72,74,1,0
72,74,1,0
72,74,1,0
72,74,1,0
74,72,0,1
74,72,0,1
74,72,1,0
72,74,1,0
74,72,1,0
74,72,1,0
72,74,1,0
74,72,0,1
72,74,1,0
74,72,0,1
74,72,0,1
72,74,1,0
74,72,1,0
72,74,0,1
72,74,0,1
72,74,1,0
74,72,0,1
72,74,1,0
72,74,1,0
74,72,0,1
72,74,0,1
72,74,1,0
74,72,0,1
72,74,0,1
72,74,1,0
72,74,0,1
74,72,1,0
72,74,1,0
72,74,1,0
74,72,1,0
72,74,1,0
72,74,1,0
74,72,1,0
72,74,1,0
74,72,0,1
74,72,1,0
72,74,1,0
72,74,1,0
74,72,1,0
72,74,0,1
74,72,1,0
74,72,1,0
74,72,0,1
72,74,1,0
74,72,1,0
72,74,1,0
74,72,1,0
72,74,1,0
74,72,0,1
74,69,1,0
74,69,1,0
74,69,1,0
74,69,1,0
74,69,1,0
74,69,1,0
74,69,1,0
74,69,1,0
74,69,1,0
74,71,1,0
71,74,0,1
74,63,1,0
74,70,1,0
74,70,1,0
74,70,1,0
74,70,1,0
74,70,1,0
70,74,1,0
70,74,1,0
74,70,1,0
74,70,1,0
74,70,1,0
74,70,1,0
70,74,1,0
74,70,1,0
74,70,0,1
74,70,0,1
70,74,1,0
74,70,1,0
74,70,0,1
70,74,1,0
74,70,0,1
74,70,1,0
74,70,1,0
70,74,1,0
74,70,1,0
70,74,0,1
74,70,1,0
74,70,1,0
74,70,1,0
74,70,1,0
70,74,1,0
74,70,1,0
74,70,0,1
70,74,1,0
74,70,0,1
74,70,0,1
70,74,1,0
74,66,1,0
74,66,0,1
74,66,1,0
74,66,1,0
66,74,0,1
74,66,1,0
74,68,0,1
74,68,1,0
74,71,1,0
74,71,1,0
74,71,1,0
71,74,1,0
74,71,1,0
74,71,1,0
71,74,0,1
71,74,1,0
74,71,1,0
74,71,1,0
71,74,0,1
74,71,0,1
74,71,1,0
71,74,0,1
74,71,0,1
71,74,1,0
71,74,1,0
74,71,1,0
71,74,0,1
74,71,1,0
74,71,1,0
71,74,1,0
74,71,1,0
74,71,1,0
71,74,1,0
74,71,0,1
71,74,1,0
74,71,0,1
74,71,1,0
71,74,0,1
71,74,0,1
74,71,1,0
74,71,1,0
69,74,1,0
74,68,1,0
68,74,1,0
74,74,1,0
74,74,1,0
74,74,0,1
74,74,1,0
74,74,1,0
74,74,1,0
74,74,0,1
74,74,0,1
74,74,1,0
74,74,1,0
74,74,0,1
74,74,0,1
74,74,0,1
74,74,1,0
74,74,1,0
76,74,1,0
76,74,0,1
74,76,1,0
74,76,1,0
74,76,0,1
76,74,1,0
74,76,0,1
74,76,1,0
76,74,1,0
76,74,1,0
76,74,1,0
77,74,1,0
74,77,0,1
77,74,1,0
74,77,1,0
77,74,1,0
74,77,1,0
74,77,0,1
77,74,1,0
74,77,1,0
74,77,1,0
77,74,1,0
77,74,1,0
74,77,1,0
77,74,1,0
77,74,0,1
77,74,0,1
77,74,0,1
77,74,1,0
74,77,1,0
77,74,1,0
77,74,1,0
77,74,1,0
74,69,1,0
74,70,1,0
70,74,1,0
67,74,0,1
74,67,1,0
67,74,1,0
74,65,1,0
74,65,1,0
67,74,1,0
74,64,0,1
64,74,1,0
74,64,1,0
74,64,1,0
74,64,1,0
74,64,1,0
74,64,1,0
64,74,1,0
74,77,0,1
74,77,1,0
68,74,0,1
68,74,1,0
68,74,1,0
68,74,1,0
68,74,1,0
75,74,1,0
74,75,1,0
75,74,1,0
75,74,1,0
74,75,0,1
74,75,1,0
75,74,0,1
75,74,1,0
75,74,0,1
75,74,1,0
75,74,0,1
75,74,0,1
75,74,1,0
75,74,1,0
74,73,1,0
74,73,1,0
74,65,1,0
74,65,1,0
74,65,1,0
72,74,1,0
74,72,1,0
74,72,1,0
72,74,1,0
72,74,1,0
72,74,1,0
72,74,1,0
74,67,1,0
67,74,1,0
74,67,1,0
74,65,0,1
74,67,1,0
67,74,0,1
74,67,1,0
74,67,1,0
74,67,1,0
67,74,1,0
67,74,1,0
67,74,0,1
67,74,0,1
74,67,0,1
74,67,0,1
67,74,0,1
67,74,0,1
67,74,0,1
67,74,1,0
67,74,1,0
74,67,0,1
74,67,0,1
74,67,1,0
74,67,1,0
67,74,0,1
74,67,1,0
67,74,1,0
74,67,1,0
67,74,0,1
67,74,0,1
74,67,1,0
74,67,1,0
67,74,1,0
74,67,1,0
74,67,0,1
74,72,1,0
72,74,1,0
74,74,1,0
74,74,1,0
74,74,1,0
74,74,0,1
74,74,1,0
74,74,0,1
74,74,1,0
74,74,0,1
74,74,0,1
74,64,1,0
74,67,1,0
69,74,1,0
69,74,1,0
69,74,1,0
69,74,1,0
69,74,1,0
69,74,1,0
69,74,0,1
74,69,1,0
74,69,1,0
74,69,1,0
74,69,1,0
74,69,1,0
69,74,1,0
69,74,1,0
69,74,0,1
74,69,0,1
74,69,0,1
74,69,1,0
74,69,1,0
74,69,1,0
74,69,1,0
74,69,1,0
74,69,1,0
69,74,0,1
74,69,0,1
74,69,1,0
69,74,1,0
69,74,1,0
69,74,0,1
74,69,1,0
69,74,1,0
69,74,0,1
74,69,1,0
69,74,1,0
74,69,1,0
69,74,1,0
69,74,1,0
74,69,1,0
74,69,1,0
69,74,1,0
69,74,1,0
74,69,1,0
74,69,1,0
74,69,0,1
74,69,1,0
74,69,1,0
69,74,1,0
69,74,1,0
69,74,1,0
74,69,1,0
74,69,1,0
74,69,1,0
74,69,1,0
69,74,0,1
74,69,1,0
74,69,0,1
69,74,1,0
74,69,1,0
69,74,1,0
74,69,1,0
74,69,1,0
69,74,0,1
74,69,1,0
69,74,0,1
69,74,1,0
74,69,1,0
74,69,0,1
69,74,0,1
69,74,0,1
69,74,0,1
74,69,1,0
74,69,1,0
69,74,0,1
69,74,0,1
74,69,1,0
69,74,1,0
74,69,0,1
74,69,1,0
69,74,1,0
69,74,1,0
74,69,0,1
