69,74,1,0
74,69,0,1
74,69,1,0
74,69,0,1
74,69,1,0
69,74,1,0
74,69,0,1
74,69,1,0
74,69,1,0
74,69,0,1
74,69,0,1
69,74,1,0
74,69,0,1
69,74,0,1
74,69,0,1
69,74,1,0
74,69,1,0
74,69,0,1
69,74,1,0
74,69,1,0
74,69,1,0
69,74,1,0
74,69,0,1
74,69,1,0
69,74,0,1
71,74,1,0
74,71,1,0
71,74,1,0
74,71,1,0
71,74,0,1
71,74,0,1
71,74,1,0
74,71,1,0
74,71,1,0
74,71,1,0
74,71,0,1
74,71,1,0
71,74,0,1
71,74,1,0
71,74,1,0
74,71,1,0
74,71,1,0
71,74,0,1
71,74,0,1
71,74,1,0
74,71,0,1
71,74,1,0
74,71,1,0
71,74,1,0
74,71,1,0
74,71,1,0
71,74,1,0
74,71,1,0
71,74,1,0
74,71,0,1
74,71,0,1
74,71,1,0
71,74,1,0
74,71,1,0
74,71,1,0
71,74,0,1
74,71,1,0
71,74,1,0
71,74,1,0
74,71,1,0
74,71,1,0
71,74,1,0
71,74,1,0
74,71,1,0
74,71,1,0
71,74,0,1
74,71,1,0
71,74,0,1
74,71,1,0
75,74,0,1
75,74,1,0
75,74,1,0
75,74,1,0
74,75,1,0
75,74,1,0
74,75,1,0
75,74,1,0
67,74,1,0
67,74,0,1
67,74,1,0
67,74,1,0
67,74,1,0
74,72,1,0
74,72,1,0
74,72,1,0
74,72,0,1
72,74,1,0
74,72,1,0
72,74,0,1
74,64,0,1
74,64,1,0
64,74,1,0
64,74,0,1
74,68,0,1
68,74,1,0
68,74,1,0
68,74,1,0
74,67,1,0
74,68,1,0
68,74,0,1
74,68,1,0
75,74,1,0
74,75,1,0
74,75,1,0
75,74,1,0
74,75,1,0
75,74,1,0
74,75,0,1
75,74,0,1
75,74,1,0
75,74,1,0
75,74,1,0
75,74,1,0
74,75,1,0
67,74,1,0
67,74,0,1
67,74,1,0
74,70,1,0
74,70,1,0
70,74,1,0
70,74,0,1
70,74,0,1
70,74,1,0
74,70,1,0
74,65,1,0
74,72,1,0
73,74,1,0
73,74,1,0
74,73,1,0
74,73,0,1
73,74,1,0
74,73,1,0
74,73,1,0
73,74,1,0
73,74,0,1
74,73,1,0
74,73,1,0
74,73,1,0
73,74,0,1
74,73,1,0
74,73,1,0
73,74,1,0
74,73,0,1
74,73,1,0
74,73,1,0
73,74,1,0
73,74,0,1
74,73,1,0
73,74,1,0
73,74,1,0
73,74,1,0
74,73,1,0
74,73,0,1
73,74,1,0
74,73,0,1
74,73,1,0
73,74,1,0
74,73,1,0
74,73,1,0
73,74,1,0
73,74,1,0
73,74,1,0
74,73,1,0
73,74,1,0
74,73,1,0
73,74,1,0
74,73,0,1
74,73,1,0
74,73,1,0
73,74,1,0
73,74,1,0
74,73,1,0
73,74,1,0
73,74,1,0
73,74,0,1
73,74,1,0
74,73,0,1
74,73,1,0
73,74,0,1
74,73,1,0
74,73,1,0
73,74,1,0
73,74,1,0
74,73,1,0
74,73,1,0
73,74,1,0
73,74,1,0
74,73,1,0
74,73,1,0
74,73,0,1
74,73,1,0
74,73,1,0
73,74,1,0
73,74,1,0
73,74,1,0
74,73,0,1
74,73,0,1
74,73,0,1
73,74,0,1
73,74,1,0
73,74,1,0
74,73,1,0
74,73,1,0
74,73,0,1
73,74,1,0
73,74,0,1
74,73,0,1
74,73,1,0
73,74,0,1
73,74,1,0
73,74,1,0
73,74,1,0
74,73,1,0
74,73,1,0
74,73,1,0
73,74,0,1
74,73,1,0
73,74,1,0
74,73,0,1
74,73,1,0
74,73,0,1
73,74,1,0
74,73,1,0
73,74,1,0
73,74,1,0
74,73,1,0
73,74,1,0
73,74,0,1
74,73,1,0
73,74,1,0
73,74,0,1
74,73,1,0
74,73,1,0
73,74,1,0
74,73,1,0
73,74,1,0
74,73,1,0
74,73,1,0
73,74,1,0
73,74,1,0
74,73,1,0
74,73,1,0
73,74,1,0
74,73,1,0
73,74,0,1
74,73,0,1
73,74,1,0
73,74,1,0
74,73,1,0
73,74,0,1
74,73,1,0
74,73,1,0
74,73,1,0
74,73,1,0
73,74,1,0
73,74,1,0
73,74,1,0
74,73,0,1
74,73,1,0
73,74,0,1
74,73,0,1
73,74,1,0
74,73,1,0
74,73,1,0
73,74,1,0
74,73,1,0
73,74,0,1
74,73,1,0
73,74,1,0
74,73,1,0
73,74,1,0
74,73,1,0
73,74,1,0
74,73,1,0
73,74,0,1
74,73,1,0
74,73,0,1
73,74,0,1
73,74,1,0
74,73,1,0
73,74,1,0
73,74,1,0
74,73,1,0
73,74,1,0
74,73,0,1
74,73,1,0
73,74,1,0
73,74,1,0
74,73,1,0
73,74,0,1
73,74,0,1
74,73,0,1
74,73,1,0
74,73,1,0
73,74,0,1
74,73,0,1
73,74,1,0
74,73,1,0
74,73,1,0
73,74,1,0
74,73,1,0
73,74,1,0
74,73,0,1
74,73,1,0
73,74,1,0
74,73,1,0
74,67,1,0
74,67,1,0
67,74,1,0
74,67,1,0
67,74,1,0
67,74,1,0
67,74,1,0
74,67,1,0
67,74,0,1
67,74,0,1
57,74,0,1
74,57,1,0
74,57,0,1
74,57,1,0
57,74,1,0
74,57,0,1
74,57,0,1
74,57,0,1
74,57,0,0
74,57,1,0
74,57,0,1
74,69,1,0
69,74,1,0
74,69,1,0
69,74,1,0
74,69,1,0
74,69,1,0
74,69,1,0
69,74,1,0
74,69,1,0
69,74,1,0
69,74,1,0
74,69,1,0
69,74,1,0
74,69,1,0
69,74,1,0
74,69,1,0
74,69,1,0
69,74,1,0
69,74,1,0
74,69,1,0
74,67,1,0
67,74,0,1
73,72,1,0
72,73,1,0
72,73,1,0
73,72,1,0
73,72,1,0
72,73,1,0
70,72,1,0
72,70,1,0
72,69,1,0
72,68,1,0
68,72,1,0
72,68,1,0
68,72,1,0
72,68,0,1
71,72,1,0
72,63,1,0
63,72,1,0
72,63,0,1
63,72,1,0
72,66,1,0
66,72,1,0
72,66,0,1
66,72,1,0
76,72,1,0
76,72,1,0
72,76,1,0
72,76,1,0
76,72,1,0
72,77,1,0
77,72,1,0
77,72,1,0
70,72,1,0
72,70,1,0
72,70,0,1
72,70,1,0
67,72,0,1
64,72,1,0
72,66,0,1
66,72,1,0
72,66,1,0
68,72,1,0
72,75,1,0
75,72,0,1
65,72,1,0
72,72,1,0
74,72,1,0
72,74,1,0
64,72,0,1
72,64,0,1
72,64,1,0
64,72,1,0
67,72,0,1
69,72,1,0
71,72,1,0
72,75,0,1
75,72,1,0
72,75,0,1
75,72,1,0
75,72,1,0
72,75,1,0
72,67,1,0
67,72,1,0
72,72,0,1
72,72,1,0
72,72,1,0
73,72,1,0
72,73,0,1
72,73,1,0
72,73,0,1
73,72,1,0
72,67,1,0
67,72,1,0
72,75,1,0
75,72,0,1
75,72,1,0
72,75,1,0
75,72,1,0
72,75,1,0
72,72,1,0
72,72,1,0
73,72,0,1
72,73,1,0
73,72,1,0
72,73,0,1
72,73,1,0
73,72,1,0
72,73,0,1
73,72,1,0
67,72,1,0
72,69,1,0
72,67,0,1
67,72,0,1
76,64,1,0
64,76,1,0
76,64,1,0
64,76,1,0
64,76,1,0
73,64,1,0
64,72,1,0
64,72,1,0
64,72,0,1
72,64,1,0
64,72,1,0
64,72,0,1
64,72,1,0
72,64,1,0
72,64,1,0
64,69,0,1
64,69,1,0
64,69,1,0
64,69,0,1
64,63,1,0
64,63,1,0
64,63,1,0
64,63,0,1
64,63,1,0
64,63,1,0
63,64,1,0
64,63,1,0
63,64,1,0
64,70,0,1
64,70,1,0
70,64,1,0
64,66,1,0
64,68,1,0
64,68,1,0
68,64,1,0
64,71,1,0
64,69,0,1
69,64,1,0
64,74,1,0
64,74,1,0
64,74,1,0
64,74,1,0
64,74,1,0
64,74,1,0
64,74,1,0
64,74,1,0
64,74,1,0
64,74,1,0
64,74,1,0
64,74,1,0
64,74,1,0
64,74,1,0
64,74,1,0
64,74,1,0
74,64,1,0
64,74,0,1
64,74,1,0
64,74,0,1
64,74,1,0
74,64,1,0
64,76,1,0
64,76,1,0
64,76,0,1
76,64,1,0
77,64,1,0
77,64,1,0
77,64,1,0
77,64,1,0
77,64,0,1
64,69,1,0
64,69,1,0
64,69,1,0
64,69,1,0
64,69,0,1
64,69,1,0
69,64,0,1
64,70,1,0
64,70,0,1
64,70,1,0
70,64,1,0
70,64,0,1
64,70,1,0
64,70,1,0
64,70,0,1
70,64,0,1
64,70,1,0
64,64,1,0
64,64,1,0
77,64,1,0
64,77,1,0
77,64,1,0
64,77,1,0
77,64,1,0
77,64,0,1
64,77,0,1
64,65,1,0
64,65,0,1
64,65,1,0
65,64,1,0
64,65,1,0
65,64,1,0
64,65,1,0
65,64,1,0
64,65,1,0
68,64,1,0
64,68,0,1
68,64,1,0
64,68,0,1
64,68,1,0
64,68,1,0
68,64,1,0
68,64,0,1
64,68,0,1
64,68,0,1
68,64,1,0
68,64,1,0
64,68,0,1
68,64,0,1
64,68,0,1
75,64,1,0
64,65,1,0
64,65,1,0
64,72,0,1
64,72,1,0
64,72,1,0
72,64,1,0
72,64,0,1
72,64,0,1
72,64,0,1
64,72,1,0
64,72,1,0
64,72,1,0
64,72,1,0
72,64,1,0
72,64,1,0
64,72,1,0
72,64,0,1
72,64,0,1
64,72,1,0
64,72,1,0
64,72,0,1
72,64,0,1
72,64,1,0
72,64,1,0
67,64,1,0
67,64,1,0
67,64,0,1
67,64,0,1
67,64,1,0
64,67,0,1
67,64,0,1
67,64,1,0
64,67,1,0
67,64,0,1
67,64,1,0
67,64,1,0
67,64,1,0
67,64,0,1
67,64,1,0
67,64,1,0
67,64,1,0
67,64,0,1
67,64,1,0
67,64,0,1
67,64,1,0
64,67,1,0
64,67,1,0
67,64,1,0
67,64,1,0
67,64,1,0
64,67,0,1
67,64,1,0
67,64,0,1
67,64,1,0
64,67,0,1
64,67,0,1
64,67,1,0
67,64,1,0
64,72,1,0
74,64,0,1
74,64,1,0
64,74,0,1
64,74,1,0
63,64,1,0
63,64,0,1
63,64,1,0
64,63,1,0
64,63,1,0
64,63,1,0
64,63,1,0
64,63,1,0
64,63,1,0
63,64,1,0
63,64,1,0
63,64,1,0
63,64,1,0
63,64,1,0
63,64,1,0
63,64,1,0
64,63,1,0
64,63,1,0
64,63,1,0
63,64,1,0
63,64,0,1
64,63,1,0
64,63,1,0
63,64,0,1
64,63,0,1
63,64,1,0
64,63,1,0
64,63,1,0
63,64,0,1
63,64,1,0
63,64,0,1
64,63,1,0
63,64,1,0
64,63,1,0
63,64,0,1
64,63,1,0
63,64,0,1
64,63,1,0
64,63,0,1
63,64,1,0
63,64,1,0
64,63,1,0
64,63,1,0
63,64,1,0
63,64,1,0
64,63,1,0
63,64,1,0
64,63,1,0
63,64,0,1
64,63,1,0
64,63,1,0
63,64,1,0
64,63,1,0
64,63,1,0
64,63,1,0
63,64,1,0
64,63,1,0
63,64,1,0
64,63,1,0
64,63,0,1
64,63,1,0
64,63,1,0
64,64,1,0
64,64,0,1
64,64,1,0
64,64,1,0
64,64,1,0
64,64,1,0
64,64,1,0
64,64,0,1
64,69,0,1
64,69,0,1
64,69,1,0
64,69,0,1
64,69,1,0
67,64,1,0
67,64,1,0
64,72,1,0
64,64,1,0
64,64,0,1
64,64,1,0
64,64,1,0
64,64,1,0
64,68,1,0
64,68,1,0
64,68,1,0
68,64,1,0
64,68,0,1
68,64,1,0
68,64,1,0
68,64,1,0
64,73,1,0
64,73,0,1
64,67,0,1
64,68,1,0
64,68,1,0
64,68,0,1
64,68,1,0
64,68,1,0
68,64,1,0
68,64,1,0
68,64,1,0
68,64,1,0
64,68,1,0
64,68,1,0
64,68,1,0
64,68,1,0
64,68,1,0
64,68,1,0
64,68,1,0
68,64,1,0
64,68,1,0
64,68,1,0
68,64,0,1
64,68,0,1
64,68,0,1
64,75,1,0
64,67,0,1
64,67,1,0
64,67,1,0
64,67,1,0
64,67,0,1
70,64,0,1
72,64,1,0
64,72,1,0
64,72,1,0
64,72,1,0
64,73,0,1
64,73,1,0
73,64,1,0
64,73,1,0
64,73,1,0
73,64,1,0
73,64,1,0
64,73,1,0
64,73,1,0
67,64,1,0
67,64,0,1
67,64,1,0
64,57,0,1
64,57,1,0
64,57,1,0
64,57,0,1
64,57,1,0
64,57,0,1
64,57,1,0
69,64,1,0
64,69,1,0
69,64,1,0
69,64,0,1
67,64,1,0
73,69,1,0
69,73,1,0
73,69,1,0
73,69,1,0
69,73,1,0
73,69,1,0
69,73,1,0
73,69,1,0
69,73,1,0
73,69,1,0
73,69,0,1
69,73,0,1
73,69,0,1
69,73,1,0
70,69,0,1
69,70,1,0
69,70,0,1
69,72,1,0
72,69,1,0
72,69,1,0
72,69,0,1
69,72,0,1
72,69,0,1
69,72,1,0
69,72,1,0
69,72,1,0
69,69,1,0
69,69,1,0
69,69,1,0
69,69,0,1
69,69,1,0
69,69,0,1
69,69,1,0
69,69,1,0
69,71,0,1
69,71,0,1
69,71,1,0
69,63,1,0
69,66,1,0
69,66,0,1
69,68,1,0
68,69,0,1
69,68,1,0
68,69,1,0
69,68,1,0
68,69,1,0
69,68,1,0
69,68,1,0
69,69,1,0
69,69,1,0
69,69,0,1
69,74,1,0
69,74,1,0
69,74,1,0
69,74,0,1
74,69,1,0
69,74,1,0
74,69,0,1
69,74,1,0
74,69,0,1
69,74,1,0
74,69,1,0
74,69,1,0
69,74,1,0
74,69,1,0
69,74,1,0
69,74,0,1
74,69,1,0
69,74,1,0
69,63,1,0
63,69,1,0
66,69,1,0
69,66,1,0
66,69,1,0
66,69,0,1
69,66,1,0
66,69,1,0
69,66,1,0
66,69,1,0
69,66,1,0
69,66,1,0
76,69,1,0
69,76,1,0
76,69,1,0
69,76,1,0
76,69,1,0
69,76,1,0
76,69,1,0
76,69,0,1
69,76,1,0
76,69,1,0
69,76,1,0
76,69,1,0
69,76,1,0
76,69,1,0
69,76,1,0
69,76,1,0
76,69,1,0
76,69,1,0
69,76,1,0
69,76,0,1
76,69,1,0
69,76,1,0
76,69,1,0
69,77,1,0
77,69,1,0
69,77,1,0
77,69,0,1
69,77,1,0
77,69,1,0
77,69,1,0
69,77,1,0
69,77,1,0
69,77,1,0
77,69,0,1
77,69,1,0
69,77,1,0
77,69,0,1
77,69,1,0
69,77,1,0
77,69,1,0
69,77,0,1
77,69,1,0
69,77,1,0
69,77,1,0
77,69,1,0
77,69,1,0
69,77,1,0
69,77,1,0
69,77,0,1
77,69,1,0
69,77,1,0
77,69,0,1
69,77,1,0
77,69,1,0
69,77,1,0
69,77,1,0
69,77,1,0
69,77,1,0
77,69,1,0
69,77,1,0
77,69,1,0
69,69,0,1
70,69,1,0
69,70,0,1
70,69,1,0
69,70,1,0
70,69,0,1
69,70,0,1
70,69,0,1
69,70,1,0
70,69,1,0
69,70,0,1
69,70,1,0
69,70,1,0
69,64,1,0
64,69,1,0
69,64,1,0
64,69,1,0
69,64,1,0
64,69,0,1
64,69,1,0
69,64,1,0
64,69,1,0
69,64,1,0
64,69,1,0
69,64,1,0
64,69,0,1
64,69,0,1
69,64,1,0
64,69,1,0
69,64,1,0
64,69,1,0
69,64,0,1
64,69,1,0
69,64,1,0
64,69,1,0
69,64,1,0
64,69,0,1
69,64,1,0
64,69,1,0
69,64,1,0
69,64,1,0
64,69,1,0
69,64,1,0
64,69,1,0
64,69,1,0
69,64,0,1
69,64,0,1
64,69,1,0
69,64,1,0
64,69,1,0
69,64,1,0
64,69,1,0
69,64,1,0
69,64,1,0
64,69,1,0
69,64,1,0
64,69,1,0
69,64,0,1
64,69,1,0
69,64,1,0
64,69,0,1
69,64,0,1
64,69,1,0
69,64,1,0
64,69,1,0
64,69,0,1
69,64,1,0
69,64,1,0
64,69,0,1
64,69,1,0
69,64,1,0
69,64,1,0
64,69,1,0
64,69,0,1
69,64,1,0
69,64,0,1
64,69,1,0
64,69,1,0
69,64,1,0
69,64,0,1
64,69,0,1
69,64,1,0
64,69,1,0
64,69,0,1
69,64,0,1
69,64,1,0
69,64,1,0
64,69,1,0
64,69,1,0
69,64,0,1
69,64,1,0
64,69,1,0
64,69,0,1
69,64,1,0
64,69,1,0
64,69,1,0
69,64,1,0
64,69,1,0
64,69,1,0
69,64,1,0
69,64,1,0
64,69,1,0
64,69,1,0
69,64,1,0
69,64,1,0
64,69,1,0
64,69,0,1
69,64,1,0
69,64,1,0
64,69,1,0
69,64,0,1
64,69,1,0
69,64,1,0
64,69,1,0
64,69,1,0
69,64,1,0
69,64,1,0
64,69,1,0
64,69,1,0
69,64,1,0
69,64,1,0
64,69,1,0
64,69,1,0
69,64,1,0
64,69,0,1
69,64,1,0
69,64,0,1
64,69,0,1
69,64,1,0
69,64,0,1
64,69,1,0
64,69,1,0
69,64,1,0
69,64,1,0
64,69,0,1
69,64,1,0
64,69,1,0
64,69,1,0
69,64,1,0
64,69,1,0
69,64,0,1
69,64,1,0
64,69,1,0
69,64,0,1
64,69,1,0
69,64,1,0
64,69,0,1
69,64,1,0
66,69,0,1
69,66,1,0
69,66,0,1
69,77,1,0
68,69,0,1
68,69,1,0
68,69,1,0
68,69,1,0
69,68,1,0
68,69,0,1
69,68,0,1
68,69,1,0
69,68,1,0
68,69,0,1
75,69,1,0
69,75,1,0
75,69,0,1
75,69,0,1
69,75,0,1
75,69,1,0
75,69,1,0
75,69,0,1
69,75,1,0
75,69,1,0
69,75,1,0
75,69,1,0
75,69,1,0
69,75,1,0
75,69,0,1
69,75,1,0
75,69,1,0
69,75,1,0
75,69,1,0
69,75,1,0
75,69,1,0
69,75,1,0
